Corrida,Objetivo1,Objetivo2
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_2,98057.09506699994,86102.49633299997
corrida_3,85209.64920299998,99404.75243800002
corrida_3,84751.166446,102734.94554599999
corrida_3,90459.014018,94152.66976
corrida_3,84389.60463500003,104738.148246
corrida_3,85945.13236999999,96428.90556300002
corrida_3,92078.63053199998,89644.67687999997
corrida_3,88819.18785199999,95623.93513200001
corrida_3,88819.18785199999,95623.93513200001
corrida_3,91523.62962299996,93943.36285599999
corrida_3,91523.62962299996,93943.36285599999
corrida_3,91523.62962299996,93943.36285599999
corrida_3,96584.863803,88095.17834299996
corrida_3,96584.863803,88095.17834299996
corrida_3,96584.863803,88095.17834299996
corrida_3,96584.863803,88095.17834299996
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,91498.44302299997,94091.340161
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,88812.12547799999,96255.869482
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,88812.12547799999,96255.869482
corrida_3,89448.48853999999,95055.90017100003
corrida_3,83646.39781000002,104762.8511
corrida_3,81617.253646,108039.72132500002
corrida_3,83646.39781000002,104762.8511
corrida_3,83646.39781000002,104762.8511
corrida_3,88812.12547799999,96255.869482
corrida_3,90379.09998,94498.871371
corrida_3,83646.39781000002,104762.8511
corrida_3,94970.97538200002,88164.35393399997
corrida_3,83646.39781000002,104762.8511
corrida_4,87794.84821800001,102153.72409599999
corrida_4,88602.76580900002,95221.636678
corrida_4,90153.92849000002,88032.84657299999
corrida_4,89788.72900700003,88517.34528699997
corrida_4,94577.32057400001,81977.740331
corrida_4,100238.280423,78948.036242
corrida_4,90978.51573800002,86916.19482699998
corrida_4,89325.17608300001,91732.52555700002
corrida_4,95961.79075400002,81929.581416
corrida_4,97782.994848,81211.89015
corrida_4,100238.280423,78948.036242
corrida_4,99746.60326400003,80117.595899
corrida_4,93273.73631200001,84270.388419
corrida_4,97403.91358400002,81333.783328
corrida_4,89788.72900700003,88517.34528699997
corrida_4,93290.76311400003,82525.14361199999
corrida_4,97201.33215999999,81671.56692499999
corrida_4,91647.70673300001,85796.27690899998
corrida_4,98888.99088900002,80377.28391700001
corrida_4,90153.92849000002,88032.84657299999
corrida_4,92366.19437300002,85099.99358399998
corrida_4,98458.418839,80520.316378
corrida_4,98892.85615800002,80289.82444600001
corrida_4,97242.2155,81444.874968
corrida_4,102300.16779800001,77749.23597200002
corrida_4,92184.99884400002,85321.75514099999
corrida_4,97782.994848,81211.89015
corrida_4,91236.56722800001,86762.64210299996
corrida_5,110452.34058999999,91769.32879099999
corrida_5,101641.94297,94871.05673900004
corrida_5,99527.90628900004,95193.99345700002
corrida_5,90613.43844799999,104645.750022
corrida_5,102037.39448200002,94010.28850899999
corrida_5,96178.204333,99112.74567300003
corrida_5,90004.51786299999,105673.96743199999
corrida_5,88870.79775599999,107825.15102099998
corrida_5,102037.39448200002,94010.28850899999
corrida_5,100762.27190100004,95133.378805
corrida_5,101769.71724700004,94216.214858
corrida_5,101732.898895,94253.64138699998
corrida_5,102037.39448200002,94010.28850899999
corrida_5,87106.31128299999,109608.393757
corrida_5,98274.63346000001,95432.024232
corrida_5,89772.247122,106385.12113599999
corrida_5,88870.79775599999,107825.15102099998
corrida_5,95485.93784000001,100450.19286600001
corrida_5,91548.240721,103807.480616
corrida_5,96402.82121700002,98341.482646
corrida_5,89539.92481699999,106736.807904
corrida_5,88870.79775599999,107825.15102099998
corrida_5,103206.303504,93092.671541
corrida_5,102037.39448200002,94010.28850899999
corrida_5,91652.245389,100671.26955999997
